Label,Email
ham, yeah.  nothing turns me on like a woman in a truck.  does she have rebel flag  stickers on the truck and calvin peeing on a ford symbol sticker?
ham, Try to grab me today on this stuff.  John
ham, This deal has an NP delivery point with firm energy.  thanks!
ham, Preliminary draft.  
ham, waiting on Hunter    
ham, Please refer to the attached spreadsheet.  The gathering meters nominations  have been adjusted to the volumes in the Avg column effective 4/9/01.  Bob 
ham," I will be traveling to Arizona for meetings next Tuesday and will be meeting with Salt River Project.  I would like to be able to take our ISDA comments with me.  Where do we stand with this?  thanks,  Kim"
ham," Mark:  I left you a voice mail last week about the comments from IT about the  ""Enron Corp. mandate"" from Jim Derrick  regarding negotiation of these  agreements.  Have you a solution?  Sara"
ham," Mark,  	Where did you want to meet for our 1:00 appointment? I am open to what ever is convienant for you.   							Chris     	"
ham, Jeff: Anything ever happen with Pedron? John
ham, are you really in nyc?  
ham, Congrats on your engagement!  Jeff
ham,X-Origin: Skilling-J X-FileName: JSKILLIN (Non-Privileged).pst  Please see the attached charts.   
ham,"X-Origin: KEAN-S X-FileName: skean.nsf  Steve,  I added a couple of sub-headings to help clarify the document.  Jeff "
spam, http://www.srh.noaa.gov/hgx/index3/climate3/iah3.htm
ham," Hey Jeff,  Sorry couldn't make it to the beer bust last night after the finance exam. Did a lot of people turn up - hope you had fun!  Happy holidays in advance and see you next year (january) :-)  -Deepak"
ham, Lee just called and said he was traveling today and would be back in the  office on Tuesday.  He said to give him a call or an email about when you  would like him to come over and sign documents.
ham, Suzanne: Could you please check the names of Cathy Tudon and Nidia Martinez?  They  need to be included on this and I wasn't sure if who we sent it to covered  them.  Seems like last time we had a problem sending it to them. Carol
ham," $4.275 by $4.295 at 1""07pm on amtel"
ham," Judy,  Attached is the GTC to be used for the Mariner deal with the revisions we discussed.  I will be out Thurs. and Fri. but will check voicemail.     "
ham, Let me know what you think.  DJM    
ham," Dan--  Based on my meeting last night with Coleman, please review and revise the  attached documents.  I think we're (just about) there...  Thanks.  Dan  "
ham, Here's a rough version. I think I included everything you mentioned. Let me  know if you think anything needs to be added. 
ham, Thanks
spam,X-FileName: cgerman.nsf  http://www.tax.co.harris.tx.us/
ham, need to know more. focused on trading? or assets? rick
ham," Jeff, I fax the ecar hourly price index again for the 19th.  I did forget to  put ""attn:  bobette"" on the fax to her."
ham," Hi Gregg,  I'm home with my sick son this am.  (It was one of those 102 plus fevers at  430 this morning.)  I've asked the temp assistant to have my enovate stuff  sent out so we can get some work done.  Talk to you later,  Kay"
ham,X-Origin: HORTON-S X-FileName: shorton.nsf  SENT ON BEHALF OF MIKE BURKE  See attached EOTT Organizational Announcement  
ham," Reagan C. Rorschach Enron North America 1400 Smith Street Houston, Texas 77002 713.345.3363"
spam, http://www.wpi.edu/~sae/
ham," We are free for dinner on Sept 22, 24, 25, 26, Oct 1, 3, 8, 9, 10, 13, 15,  16, and 17."
ham,X-FileName: mtaylor.nsf  This message is from David Mitchell.  Per our t/c.  (See attached file: ena memo.doc)  - ena memo.doc
ham,"X-Origin: NEMEC-G X-FileName: gnemec.nsf  Attached is the letter.  I am forwarding per Mark's request.  Let me know if  you have any comments.  If everything looks good, let me know and I will  create executables.  Thanks. "
ham," Please see attached     Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham,X-Origin: JONES-T X-FileName: tjones.nsf  We have received the executed Letter Agreement dated 8/2/00 amending the  Electronic Trading Agreement with the referenced counterparty.  Copies will  be distributed.
ham,   Yes.  you need to document this for the attorney.  The judge will not like this 
ham,X-bcc:  X-Folder: \Richard_Shapiro_June2001\Notes Folders\All documents X-Origin: SHAPIRO-R X-FileName: rshapiro.nsf  Local articles on Montana legislation.
ham, ELM
ham, Very Casual  
spam,X-cc:  X-bcc:  X-Folder: \Mike_Carson_Dec2000\Notes Folders\Notes inbox X-Origin: Carson-M X-FileName: mcarson2.nsf  http://www.amihotornot.com/
ham, Please call Mike and Kent directly.  Thanks.
ham, Has someone in NetWorks looked at this issue?  Thanks Hunter
ham," As long as you have $2000, you're fine. How many Merck shares do you have  left, is it just a fraction?  "
spam, Attached is the tenative agenda for the S&P meeting scheduled for December 18th.         <<12.18.00 agenda Scheduling and Pricing Working Group.doc>>   - 12.18.00 agenda Scheduling and Pricing Working Group.doc
ham," Vince,  Congratulations!  I wish you the best of luck with your new responsibilities.  Shalesh Ganjoo"
ham," Mary,  Please forward me, via email, the two Rusk County Electric Cooperative Agreements you previously prepared for me.  Thanks."
ham, Attached are the latest per our discussion. 
ham," I will attend the Houston Chapter GBN Winter Reception on Thursday, January  6, 2000.  "
ham," Thanks!!   Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham,X-cc:  X-bcc:  X-Folder: \Susan_Scott_Dec2000_June2001_1\Notes Folders\All documents X-Origin: SCOTT-S X-FileName: sscott3.nsf   - Ljun0100.doc
ham, freak show. cash started -7 then to -15 then -7 ended -15.
ham, looks good
ham," Kay  I have the original Blue Dog Change Orders from GE for you to initial.   Please let me know what a convenient time would be to bring them up to your  office.  Thanks, Rebecca x57968"
spam, http://www.azpsoasis.com/oasis/main.asp
ham, helps is I attach the damn thing. PL
ham," Inventory summaries for both MGL and MGMCC as of May 31, 2000 have been  posted in S\Mg\Capital  MGL Inventory.xls MGMCC Inventory.xls"
ham," I located the previous draft for your review.      Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham," Cheryl,  Nancy Taylor at Cognicase has asked me to check into payments for 2 IT Contractors.  I have the invoices and understand that you have them as well.  It's about 60 grand C$.  Are there any issues surrounding paying them?    thanks, Cooper "
spam,"X-Origin: Rodrique-R X-FileName: rrodri2.nsf  Susan,  I'm trying to schedule a time and place for our farewell Happy Hour.  Let me  know if this works for you.    http://www.qixo.com/Details.html?uRsltID=LF00  Robin"
ham,X-Origin: Germany-C X-FileName: cgerman.nsf  281-693-7427
ham," Hey Girlie,  Well, it's official.  I'm moving to Chicago.  This is my last week in  Houston.  I start work up there on March 12th.  If your free for lunch  sometime this week let me know.    Robin"
ham,"X-Origin: Taylor-M X-FileName: mtaylor.nsf  Dave,  Attached please find a copy of the above-referenced Agreement which  incorporates the changes we discussed.  Please call me at 3-9720 with any  additional comments or questions.  Jason "
ham,"X-Origin: Rodrique-R X-FileName: rrodri2.nsf  Kathy/Brian,  Here is the new text file format.  This will enable you to send only one text  file each night.  If you have any questions give me a call.  Thanks, Robin 57478 "
ham,"    Forgot the 4 mw path,  all good now.  Have a good weekend  C"
ham, Attached is the letter to TVA. 
ham, According to the imbalance sheets we continue to over deliver to the two above mentioned I/C's. We need to short them 3000 a day.  Please build this into your plans.  Thanks DS
ham," Greg, a quick note, although a little unclear, all of your businesses remain  in EGM and are not going to go to R McDonald's new group.  Please inform your group.  Thanks, Mike"
ham,X-Origin: DASOVICH-J X-FileName: jdasovic.nsf  FYI
ham, Kean going to need to see the letter and comment before it goes out?  Jeff
ham, next week is good for me.  let 's just go get a drink after work or  something.  who is your new roommate going to be? that sucks you have to  waste a saturday moving.  
ham, i will have to remember those for when i go out next time.
ham, vkamins@enron.com  vkaminski@aol.com
ham," Sally,  Congratulations on your promotion to Managing Director.  It is well deserved  and most appropriate.  In addition,  it always warms my heart when I see a  woman promoted to the highest rank in our company.    Best regards, Jean"
ham," When: Wednesday, June 06, 2001 10:00 AM-11:00 AM (GMT-06:00) Central Time (US & Canada). Where:  @ 10:00am CST  (225) 931-8111  *~*~*~*~*~*~*~*~*~*   "
ham," Dear Ken:  I have encouraged all my academic executive friends to each purchase 1,000 shares of Enron.  I have just done so, and expect others to follow suit.  Go Enron  Malcolm"
ham,X-FileName: JSTEFFE (Non-Privileged).pst  Today we filed the attached protest of the Market Monitoring Plan filed by Alliance.  This protest was virtually identical to our protest of the virtually identical tariff filing by MISO.   
ham, Hey buddy.  I'm going to another meeting.  Don't forget to send me the worksheet.  Thanks
ham,"X-Origin: FARMER-D X-FileName: Farmer, Daren J..pst     (See attached file: HPLN0329.xls)   - HPLN0329.xls "
ham,X-cc:  X-bcc:  X-Folder: \Jeff_Dasovich_Dec2000\Notes Folders\All documents X-Origin: DASOVICH-J X-FileName: jdasovic.nsf  FYI.  We have this report?    
ham," Greg, I  have some tickets available for the Missouri game at face value.  Do you  want any? DG"
ham, Bill  Scott Neal talked to someone who said that we could do this. Please call  Scott.
ham,"CALENDAR ENTRY:	APPOINTMENT  Description: 	Jeff Skilling Visit  Date:		11/30/2000 Time:		10:30 AM - 11:30 AM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham," Thanks.  Its nice to hear a kind word every once in a while.  Its been a  tough quarter.  Im glad we are making progress in this area, it is a priority.  Mike"
spam,"CALENDAR ENTRY:	APPOINTMENT  Description: 	meet w/ eol  Date:		10/31/2000 Time:		9:30 AM - 11:00 AM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
spam, You owe me $10 for lunch. I know where you live.  Dorland
ham, Home 713 667 9556  Cell: 713 302 6442  Not sure about the fax but will get back to you. BT
ham," Go ahead and post the response to Gas Control issue,"
spam,"CALENDAR ENTRY:	APPOINTMENT  Description: 	Ava-35842/Market Services Council Mtg. conference room 42C2  Date:		1/18/2001 Time:		10:30 AM - 12:00 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
spam," http://24.167.1.243/pictures/10-21_Hunter_birthday/page00.htm  If the above link doesn't work, try going to http://www.abacustech.net/pic  -Ram."
ham, what is going on?  i don't think we need your tickets.  if you want me to try  to sell them there i will.  how was labor day weekend for you?  what did you  do?
ham, Let me know if you have any questions. 
ham, I will be attending the lunch on Wednesday for Crescendo.
ham,"X-Origin: Hodge-J X-FileName: JHODGE2 (Non-Privileged).pst  Priscilla,  Let me know when (if) you're available and we'll go over each item on the invoice to make sure it is correct...  sg   "
ham,"X-Origin: WARD-K X-FileName: kward.nsf  Dave,  Here's the calculation for the discount to index structure we talked about.   Please call with questions.    Thank You,  Dave Fuller 503-464-3732  PS - Curious to know the status of your power RFP."
ham," Mark is changing this right now.   Stephanie Piwetz   04/13/2001 09:01 AM  To: Kate Symes/PDX/ECT@ECT cc:    Subject: deal 581149.01  Kate, Fischer deal , apb says dp should be 4 Corners 345kv THanks  "
ham, Gerald  Centana is sending me a draft of their proposal.  Would you like me to forward you a copy or is there someone else I should send it to? Let me know. Thanks  Joe
ham, i can't believe merlin has a girlfriend.  last time he had a girlfriend the  other bush was president.  i will get us something nice.  we can get the  rainman suite.  i won't let tom take a finders fee.
ham, Hey how late will he be here on sunday.  I think I get in town at 5
ham, forgot to add 100% load factor last time    
ham," Darren: Please change the demand fee as noted below.  I did not calculate Oct 2000 correctly.  Tenaska IV will return the money this month.  Deal 529856	Oct 2000	change demand fee from $2,349,906.50 to $2,221,567.44  Thanks, Megan"
ham, missing deals  for mike  buy williams cal 03 sp15 25 mw 77.00  sell williams cal 03 sp15 25 mw 75.25  555410 broker has Q402 
ham, please send this info to Rob Benson as well
ham, Your message has been relayed to the following recipient(s):  DFewer@aol.com Message relayed   The message was successfully delivered to 1 recipient(s) at domain aol.com.     - C.DTF  - C.DTF
ham,X-cc: Chaundra Woods X-bcc:  X-Folder: \Tanya_Jones_Dec2000\Notes Folders\All documents X-Origin: JONES-T X-FileName: tjones.nsf  This Wednesday I will need to leave at 5:30 to retrieve William from after  school.  Mary
ham, Can I please extend the 45 million var and the contracts in the power book  until the Board meeting on October 11th.
ham," Mike:  Please call me ASAP on this issue on my cell phone 415.505.6633. Got  an idea.  Appreciate it.  Best, Jeff"
ham,"X-Origin: ZUFFERLI-J X-FileName: john zufferli 6-26-02.PST  Guys, can you gather up the signed employment offers and bring them to me - I'm getting pressured to get these signed - so far, I've only got two returned to me (and one is mine)."
ham,  What is the status on the assignment letters assigning the LGS Natural Gas Co. and Entergy New Orleans contracts to Bridgeline?   Linda S. Bryan Ext. 3-3538
ham,"X-FileName: jdasovic.nsf  Attached is a summary of two recent Edison advice letters.? 1494-E,  dealing  with an update to its PBR mechanism, may be of some interest.? AL  9-B deals  with telcom matters. ? Dan  - 11-6-00 SCE AL Summary Chart.doc"
ham, I bid $2 of Miami's D and $1 on Detroit's D
ham,  At the Four Seasons Hotel - Livingston Room
ham," So, i have a question.  If Danny has been constantly asking you to come work  for him how come he is now trying to get you a job somewhere else?  I thought  he wanted you to work for him?"
ham, Let me know if you have any questions. 
ham,"X-FileName: jdasovic.nsf  Yes, I'll get to Mike Day."
ham," Regina,  I need access to the Central Intramonth deal tickets (Trade Blotter and Deal  Manager) and Position Manager.  Thanks,  Andy"
ham,X-FileName: GWHALLE (Non-Privileged).pst  Elizabeth Edwards 44 20 7783 4419 (JT- Assistant)
ham, Here is the file.  Sorry it is a day late - teh price desk had some errors in  teh file adn I was waiting for them to correct the deals.  Thanks. PL
ham,X-Origin: Farmer-D X-FileName: dfarmer.nsf  (See attached file: hpl0620.xls)   - hpl0620.xls
ham," The message that you sent was opened by the following: 	davem@cajunusa.com  Information about your message: 	Subject: RE: Superbowl Party 	Message-Id: <31738B46B7BD864080808A19977D9F755A3971@NAHOU-MSMBX03V.corp.enron.com>"
ham," Don Baughman and Juan Hernandez.  If the listing you saw says Edwin Coulter,  he no longer is part of the group.  LC"
ham, Is the procedure for taking something out of TurboPark about the same as  WestLB?  Kay
ham,X-Origin: HYVL-D X-FileName: dhyvl.nsf  For your review....  Thanks.  Dan 
ham,"CALENDAR ENTRY:	APPOINTMENT  Description: 	TMS problem Log Mtg/Sheila EB4102  Date:		5/4/2001 Time:		9:00 AM - 10:00 AM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham,X-Origin: Whitt-M X-FileName: MWHITT (Non-Privileged).pst  Bud Cranford bcranford@home.com
ham,"X-Origin: Kaminski-V X-FileName: vkamins.nsf  Alex,  This is Marek's resume. Look forward tot he dinner on the 14th of May.  Vince"
ham,X-bcc:  X-Folder: \Matthew_Lenhart_Nov2001\Notes Folders\All documents X-Origin: LENHART-M X-FileName: mlenhar.nsf  i heard there are a lot of hot cougars at changs
ham,X-Origin: QUIGLEY-D X-FileName: dutch quigley 6-26-02.PST   - enron delta breakdown  12-6 bod.xls 
ham," Kevin,     Thanks for sending me the pictures.     That has to be the best paint job I have ever seen.     I hope all is going well for you!!!!     Give the family a big hug and slobbery kiss for me!!!!!                    Bill"
ham, changed     Kerri Thompson@ENRON 02/13/2001 02:19 PM To: Kate Symes/PDX/ECT@ECT cc:    Subject: apb  521590  broker has 262.50  
ham, 10K and 10Q 
ham," F.P.,  Do you have your schedule yet?  Let me know as soon as you can.  I need to schedule a trip with work and I'll schedule it around your visit.  Looking  forward to seeing you.  KR"
ham," Phillip & Kieth; ? I completed the following documents last night and  I forgot to get them  e-mailed to you, sorry. ? Please call me later today. ? Greg  - MapApplicationTeam Budget.xls  - Phillip Allen 4.18.01.doc"
ham," Lee,  I have removed the collateral requirements from this document because we  have blanket security request rights in the base contract.  Don't you agree?"
ham, http://gasmsgboard.corp.enron.com/msgframe.asp
ham, David  I enjoyed meeting you last week.  Unfortunately I have decided to take  another route.
ham," Yes, the agreement was dated 7/12/00 and had a two year term.    	Daniel Diamond 	03/07/2001 05:55 PM 		  		 To: Tana Jones/HOU/ECT@ECT 		 cc:  		 Subject:   Do we still have a confidentiality in place with Red Meteor?  -Dan "
ham," Please find attached our Weekly Report (10th August 2000) for your perusal  and information.   Regards,   Beverley    "
ham, The file is updated and renamed as Gas Basis Mar 00.  
ham," TECO tolling, with my comments: "
spam,"CALENDAR ENTRY:	APPOINTMENT  Description: 	ETS GISB Weekly Update Conference room EB47C1/Houston 7C1 in Omaha  Date:		1/22/2001 Time:		3:00 PM - 4:30 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham," I need to send a copy of a report to:  Greg Blue Dynegy 5976 W. Las Positas Blvd. Suite 200 Pleasanton, CA  94588  Could you stop by and pick it up when you get a minute?  Thanks a million.  Jeff"
ham, aaaaaaaaaaahhhhhhhhh!  them is jus jokes
ham," Jim,  The two individuals at Clifford Chance Punder in Frankfurt who are handling Azurix's dispute with Lurgi AG (sub of MG) are Uwe Hornung and Sebastian Rakob."
ham,X-Origin: Steffes-J X-FileName: JSTEFFE (Non-Privileged).pst  Can we have a meeting on Friday at 9am this morning as an update?  Jim
ham, tom o'grady - aquilla - 861-527-1564
ham," I'm not sure, but I think it's a data file for the charting software that I  use.  Thanks,  Fletch Sturm"
ham, R 203857  I  234938
ham,X-Folder: \Tanya_Jones_Dec2000\Notes Folders\All documents X-Origin: JONES-T X-FileName: tjones.nsf  Credit previously provided.  Please prepare language to include within this  confirmation and provide such to Joe.  thanks brant 
ham, Thanks
ham," I do not appear to be having a winning record for getting my approval list  right the first time today.  Attached is also a revised list for 01/31/00.   Mea culpa, mea culpa, mea maxima culpa... "
spam," Here's an automotive site that I like:  www.Edmunds.com  Check out the Acura MDX by selecting Road Tests, New Vehicles, select Acura, select MDX - nice write-up and pictures.  Sent you a review by Car and Driver separately - did you get it?  E"
spam," Larry, I noticed this picture on your desk, so I thought I'd forward the  message...    <A HREF=""http://www.shockeys.com/friends/mylife.htm"">My Life is in Your Hands </A>  http://www.shockeys.com/friends/mylife.htm   "
ham, I'll bring them by your office this afternoon.
ham, It looks great. m
spam, Shi-Jie Deng Assistant Professor School of ISyE Georgia Institute of Technology  Office Phone: (404) 894-6519 E-mail:       deng@isye.gatech.edu Home page:    http://www.isye.gatech.edu/~deng
ham, I agree.  My notebook shows ENA selling 2/Month APR - JUL Nymex @ 5.28.  - Andy
spam,"  Call and find out what year the 17"" cups are.   _________________________________________________________________ Join the world's largest e-mail service with MSN Hotmail. http://www.hotmail.com"
ham, do you want to go beat the crap out of some OU fans in Dallas this weekend?
ham,"X-FileName: kmann.nsf  Will there be a ""pre-call"" for the Enron team?  Kay"
ham,"X-bcc:  X-Folder: \RBUY (Non-Privileged)\Buy, Rick\Inbox X-Origin: Buy-R X-FileName: RBUY (Non-Privileged).pst  Keith:  Please find attached the risk book update for the EEOS / NEPCO active project portfolios for week ending August 10, 2001.    Mark   "
ham," thanks.  we should talk more about the perfect deal----if it's still  something that you think is worth pursuing.  you didn't think henry moss was the cat's meow, did you?"
ham, any interest in catching the us soccer game tonight?  me thinks it starts at 9
ham,"X-FileName: mgrigsb.nsf  I guess we survived the ""Crashing"" of the systems.  Excellent !   Have a good evening.  Anne "
ham,X-bcc:  X-Folder: \Eric_Bass_Dec2000\Notes Folders\All documents X-Origin: Bass-E X-FileName: ebass.nsf  Remember - all pickup requests must now be sent through Pat Ryder at  pryder@enron.com. 
ham," Steve, attached for your reading pleasure is the testimony we've filed in the  GIR proceeding.   "
ham, Please update the attached Legal Risk Report.   Send the revised report by  e-mail.  Thank you. 
ham,"Attached is a menu, please email me your order ASAP!    Thanks, ""Z"""
ham,"CALENDAR ENTRY:	APPOINTMENT  Description: 	EB3748 OPM & Monthly Operating Report  Date:		6/27/2001 Time:		11:00 AM - 12:00 PM (Central Standard Time)  Chairperson:	Stacey W White  Detailed Description: "
spam, Mike  Take a look at this  http://www.pbs.org/newshour/newshour_index.html#  and go to Paul Solman's report on gas prices. There is a video capsule of El Paso weather report.  Vince
ham," I was thinking Otto's Burgers out on Memorial.  Should I pick you up in front  of your building?  If s,o what street?"
ham,X-Origin: Farmer-D X-FileName: dfarmer.nsf  (See attached file: HPLN0321.xls)   - HPLN0321.xls
ham," Hey sugar, call me if you get a chance.  Love you.  The Pigs"
ham,X-cc:  X-bcc:  X-Folder: \Susan_Scott_Dec2000_June2001_1\Notes Folders\All documents X-Origin: SCOTT-S X-FileName: sscott3.nsf   - Mmay3100.doc
ham,  - ItsOverBurrito.pdf
ham, i am in.  do you need anyone else to play b/c chad wants to play if we have  room.  we could always use another pass rusher.
ham,X-Origin: SHACKLETON-S X-FileName: sshackle.nsf  All:  Please let me know if something is missing from the attached list.   Thanks.  Sara 
ham,  <<X25946.DOC>>  Here is the very short amendment for the Sher Bond Bill.  Mike Day   - X25946.DOC
ham," Congratulations to you as well!  I am looking forward to working with you and  the Denver office.  We are excited about the term opportunities in the west  this year.    Sincerely, Mike Grigsby   "
ham,X-FileName: eric saibi 6-26-02.PST  Enjoy!  - 20020205ERCOT_LOAD.XLS   - 20020205ERCOT_FLOW.XLS 
ham, http://mis.nyiso.com/public/rtapp/nyiso.html
ham,X-Folder: \Errol_McLaughlin_Jun2001\Notes Folders\Discussion threads X-Origin: McLaughlin-E X-FileName: emclaug.nsf  Please see attached file and call me with any questions.    Thanks!
ham, Are we still on for lunch?
ham, merci.
ham, Unbelievable!  Thanks
ham," Denise,    Attached is the agreement with changes redlined.  Please review and call me  if you have questions.  (713) 853-3512 "
ham,"CALENDAR ENTRY:	APPOINTMENT  Description: 	Sheila Nacey & Bob Martinez to meet in Lynn's office./Ava-35842-  Date:		9/21/2000 Time:		8:30 AM - 9:30 AM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham," Hey Chickie,  I couldn't open this.    RR"
ham,X-Origin: Sager-E X-FileName: esager.nsf  Dale and Nicole  I unsuccessfully tried to retrieve the document you sent  Can you either  resend or get me a hard copy.    Thanks Elizabeth 36349
spam,X-FileName: KPRESTO (Non-Privileged).pst    _________________________________________________________________ Get your FREE download of MSN Explorer at http://explorer.msn.com/intl.asp   - 10-18 1000 Report.xls 
ham, Sounds reasonable.
ham," According to the meter statement, there was overflow from November  on meter  985097 and the following deals need to be extended for 12/1 only.  118532 101473 138017  Thanks and if you need further information, please let me know.  Karen"
ham," Thanks!   Debra Perlingiere Enron North America Corp. 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham, Hi Vince  The next article is due by the end of the week - apologies for the lateness.  Could you have a look at the attached draft and let us have your comments in the next couple of days.  Thanks  Les.   - EPRM_08_analytical_pricing.zip
ham," Please activate all index producst in section 1125.  Non Texas phys index  less than one year.  PG&E, SOCAL, and Socal Ehrenberg.  Thanks, Mike"
ham, got message.  will call u shortly.  jeff
ham," Shirley,  2 expense checks:   $8,937.30 $4,971.30   Vince "
ham,"February 28, 2001 Conference Call Agenda  ? California  ? New York  ? MISO/Alliance  ? NARUC Meetings  ? Gas Issues"
ham,X-cc:  X-bcc:  X-Folder: \Susan_Scott_Dec2000_June2001_1\Notes Folders\Discussion threads X-Origin: SCOTT-S X-FileName: sscott3.nsf   - Ljun0100.doc
ham," Can we schedule a short call on Tuesday to discuss the local Argentine  derivatives issue?  I am not free at 10 - 11 am or after 2:30 pm. Houston.   Also, have you been able to confirm whether Don is the man in charge in  Brazil?  Sara"
spam," The Errata to the May 5, 2001 Staff Assessment for the Hanford Energy Park  Peaker is now online.  To view this document, please visit:  http://www.energy.ca.gov/sitingcases/peakers/hanford/documents/index.html  Thank you,  Jon Doidge CEC Web Team"
ham,X-Origin: Hayslett-R X-FileName: RHAYSLE (Non-Privileged).pst  Latest estimate on 2001 savings to EOTT due to staffing redeployments:         
ham," Stinson,  Did you have the chance to audit the UK vol generator?  Vince"
ham,  A Merry Christmas wish to you and yours.  I still miss you much Bill.  Have  a safe and warm Holiday.
ham, Following are the terms under which I ran the Forward Obligation report and  received this message:  General SQL error. ORA-00907: missing right parenthesis.  Terms:    Let me know what you find. Thanks!  Kate
spam,"CALENDAR ENTRY:	APPOINTMENT  Description: 	EB30c1 - ENA Staff Mtg.   Date:		4/16/2001 Time:		11:30 AM - 1:00 PM (Central Standard Time)  Chairperson:	Stacey W White  Detailed Description: "
ham, Attached is the weekly report for ETS Planning for the week ending 7/27/01.  Morgan Gottsponer    
ham,"X-Origin: Whalley-L X-FileName: gwhalley.nsf  This is to confirm Greg Whalley's meeting on CA matters tomorrow, May 3 @  10:00 a.m. in EB3324.  Should you have any questions, please advise.  Many Thanks,  Liz Taylor"
ham, I have to do a power shutdown at a bank this weekend. Send a couple of megawatts up to Johnny's next week. We're going to try and fish shock the entire lake. Put it on the Underhill's tab. Have a super weekend-no pun intended.
ham,he has Barry Bond's baseball from his 70th homerun!!!!! this is to just get him in the door
ham,"   Attached is the PSEG MTM.  I show a value of $46,526,527 for the Jan. 02 forward deals, as of last night.  Thanks,  Errol"
ham, Sorry.  Pls let me know the outcome.  Jim
ham,"CALENDAR ENTRY:	APPOINTMENT  Description: 	Julia's Staff Mtg. Conf. EB4102  Date:		1/24/2001 Time:		11:30 AM - 1:30 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham, Attached please find the amendment to the enovate/Allegheny Energy Master  Firm Agreement covering the credit provisions.  Please review and give me  your comments.  Stacy 
spam, Mike Swerzbin:  ref 508786 Prebon says should be 50 mw not 25  I am missing the following deal per Prebon for Mike: Enron buys Duke 50 mw of Cal'02 PV at $135.00   TOM ALONSO  Ref 509009 and Ref 509010 Prebon does not recognize.     
ham, greetings.  could you please call me at 415.782.7822.  thanks. Jeff
ham," Chris,  I asked patti for the information and she never got back to  me.  Will follow up and definitely get the info tomarrow.  Sorry.  Kim."
ham," Hi Susie!  Could you email me your father's full name?  We are trying to get the final  list together.  Thanks, Lisa "
ham,"  Please have the technician bring another network cord for the laptop.  I  would like to connect it to the nortel hub as well.  My laptop is here at  work, so if they need it to install the VPN, etc., please let me know.  Thanks,  Mike Grigsby"
ham, I've got your tix.  Just two though.  I left them in my car.  Can you walk  down with me around 11:45-12:00?
ham,X-cc: acahanchian@zdnetonebox.com X-bcc:  X-Folder: \Eric_Bass_Dec2000\Notes Folders\Sent X-Origin: Bass-E X-FileName: ebass.nsf  Our game is at 7:00 this week.  We play the other Enron team.  Please let me  know whether or not you will attend. 
ham,X-Origin: Taylor-M X-FileName: mtaylor.nsf  Attached are the revised drafts of the weather GTC's.   
ham," I am out of the office  and will be returning Monday, November 26.  If you need immediate assistance with respect to power transactions, please contact Tracy Ngo, Ed Sacks, Wendy Conwell, or Kortney Brown."
ham, i just spoke to someone who said they would make sure you get in for an  interview.  i will know more in a couple of days.
ham," I added cames to your gas daily net send.  Thanks,  Errol"
ham, option 1 is an extra $600  option 2 is an extra $1300
ham, SkyGen Model
ham,X-Folder: \Sara_Shackleton_Dec2000_June2001_1\Notes Folders\Sent X-Origin: SHACKLETON-S X-FileName: sshackle.nsf  I would like to add Dec. 7 as a vacation day.  Please let me know if there  are any problems.  Thanks.  Sara
ham,"X-Origin: KITCHEN-L X-FileName: louise kitchen 2-7-02.pst  Tod/John, Fore your review...     Regards,   Mike Curry Enron Power Marketing, Inc. (713) 853-4258 Fax (713) 646-8272"
ham, Bob:  we had no cuts attributed to the outage.  Thanks.
spam," Our next conference call will be held this Friday, August 18th at 10:00 a.m. New York time.  If you wish to participate, please call 888-904-9318 and give passcode ""US REG"" and leader is Stacy Carey.  Stacy Carey Director of U.S. Regulatory Policy"
ham,"X-Origin: Germany-C X-FileName: cgerman.nsf  We are selling 20,000 day to Transco at TP #5564.  It will cost us $.0153 to  go from St 65 to the Sims deal, no fuel.  The transport usage deal is 289228.  Let me know if you have any questions."
ham, Are there behind closed doors discussions being held prior to the meeting?   Is there the potential for a surprise announcement of some sort of fixed  price gas or power cap once the open meeting finally happens?
ham, My flight lands at 3:45 pm.  Will I see you at the Wed. night reception?     From: Elizabeth Sager on 04/17/2001 08:27 AM CDT To: Steve C Hall/PDX/ECT@ECT cc:    Subject: Thanks for your message  I'm thrilled - see you in Newport (when do you get in?)  
ham,X-FileName: sbeck.nsf  Forwarding per John Sorrells request.  Thanks. 
